Row Labels,Sum of UNIT_PRICE_GBP
E004015069D2960D,63.01
E004015069D29618,86.2
E004015069D29897,40.53
E004015069D299C2,45.82
E004015069D299C8,17.7
E004015069D29C1E,92.76
E004015080F16DC5,173.93
E004015080F16E1C,61.86
E004015080F16E1E,25.48
E004015080F16E25,9.73
E004015080F16E37,183.35
E004015080F16E3A,228.22
E004015080F16E3D,257.87
E004015080F16E40,148.32
E004015080F16E44,101.76
E004015080F16E46,24.42
E004015080F16E48,16.1
E004015080F16E75,155.72
E004015080F16E78,41.58
E004015080F16E79,40
E004015080F16E7C,9.03
E004015080F16E80,94.69
E004015080F16E87,32.26
E004015080F16E89,4.25
E004015080F16E8A,47.61
E004015080F16EA0,62.47
E004015080F16EA5,220.95
E004015080F16EAF,153.78
E004015080F16EC9,20.71
E004015080F16EF1,200
E004015080F16EF3,13.8
E004015080F16EF5,26.55
E004015080F16EFC,85.64
E004015080F16F06,185.85
E004015080F16F11,198.94
E004015080F16F44,115.07
E004015080F16F4B,2.65
E004015080F16F4D,122.83
E004015080F16F4F,222.7
E004015080F16F5F,9.91
E004015080F16F6A,84.38
E004015080F16F8D,200.81
E004015080F16F8F,96.55
E004015080F16F90,73.33
E004015080F16F91,20.71
E004015080F16F98,138.31
E004015080F16F9A,16.73
E004015080F16F9C,47.8
E004015080F16FA2,26.27
E004015080F16FA4,30.18
E004015080F16FCC,21.33
E004015080F16FF7,88.14
E004015080F16FF9,297.05
E004015080F16FFB,194.22
E004015080F16FFE,160.24
E004015080F17002,25.23
E004015080F17003,70.08
E004015080F17009,319.9
E004015080F1700B,66.56
E004015080F1700D,210.88
E004015080F1702D,98.66
E004015080F1702E,76.91
E004015080F1703A,185.54
E004015080F17054,31.96
E004015080F17055,96.71
E004015080F17056,218.08
E004015080F17058,34.7
E004015080F1705F,176.99
E004015080F17072,3.1
E004015080F17074,27.78
E004015080F1707D,158.03
E004015080F1707F,4.25
E004015080F17084,441.28
E004015080F17096,87.86
E004015080F170AB,136.37
E004015080F170AD,67.17
E004015080F170AE,32.82
E004015080F170AF,56.47
E004015080F170B3,83.54
E004015080F170B6,73.26
E004015080F170B8,127.42
E004015080F170BA,195.69
E004015080F170CB,16.9
E004015080F170CD,24.87
E004015080F170CF,26.9
E004015080F170E3,150.56
E004015080F170EE,261.47
E004015080F17115,26.1
E004015080F17117,162.01
E004015080F17118,7.61
E004015080F1711A,10.44
E004015080F1712E,257.18
E004015080F1714F,71.41
E004015080F17179,93.62
E004015080F1717F,36.54
E004015080F17180,157.37
E004015080F17181,256.05
E004015080F17184,113.59
E004015080F17187,74.76
E004015080F17193,17
E004015080F17195,53.42
E004015080F171B0,79.4
E004015080F171B1,23.45
E004015080F171B2,39.72
E004015080F171B3,140.35
E004015080F171B5,165.65
E004015080F171DA,67.19
E004015080F171DB,52.37
E004015080F171E0,4.25
E004015080F1720C,71.61
E004015080F1720E,221.07
E004015080F1720F,267.46
E004015080F17210,55.91
E004015080F1723B,225.7
E004015080F17241,119.44
E004015080F17242,46.71
E004015080F17243,44.59
E004015080F17244,280.51
E004015080F17291,51.76
E004015080F172BE,23.19
E004015080F172C3,41.16
E004015080F172C9,66.02
E004015080F172CB,153.37
E004015080F172D9,36.01
E004015080F172DA,82.75
E004015080F17322,14.86
E004015080F17327,49.56
E004015080F17330,56.74
E004015080F17332,65.03
E004015080F17336,66.2
E004015080F1734A,65.21
E004015080F1736F,35.23
E004015080F1739E,132.92
E004015080F173A4,196.14
E004015080F173A9,97.6
E004015080F173BC,70.96
E004015080F173BD,360.78
E004015080F17416,80.08
E004015080F1741A,175.47
E004015080F1741F,8.5
E004015080F17421,225.37
E004015080F174A3,376.79
E004015080F174AE,12.82
E004015080F17512,73.88
E004015080F17516,109.63
E004015080F1751B,121.21
E004015080F1751D,67.6
E004015080F175A2,91.68
E004015080F175A3,12.75
E004015080F175A6,29.47
E004015080F175A7,100.19
E004015080F175AD,163.55
E004015080F175DF,14.86
E004015080F17614,142.48
E004015080F17618,91.78
E004015080F1761C,39.45
E004015080F1761E,36.99
E004015080F17623,131.58
E004015080F17679,22.3
E004015080F176A7,224.77
E004015080F1771E,233.07
E004015080F177A8,88.49
E004015080F177A9,26.28
E004015080F17824,104.79
E004015080F1784C,91.11
E004015080F17850,33.01
E004015080F17859,84.42
E004015080F178B9,360.61
E004015080F178BC,11.94
E004015080F178D1,145.03
E004015080F178D5,86.18
E004015080F178DB,140.78
E004015080F178DC,55.57
E004015080F178E1,333.63
E004015080F178EC,121.6
E004015080F17903,234.57
E004015080F1793A,172.02
E004015080F1794E,22.46
E004015080F17950,245.27
E004015080F17979,104.23
E004015080F1797D,221.24
E004015080F17982,97.07
E004015080F17A00,28.23
E004015080F17A01,108.01
E004015080F17A08,13.98
E004015080F17A18,839.9
E004015080F17A2D,21.48
E004015080F17A73,160.79
E004015080F17A75,81.4
E004015080F17A7A,108.14
E004015080F17A7E,99.37
E004015080F17A80,184.94
E004015080F17B9E,48.67
E004015080F17C12,72.82
E004015080F17CC4,215.63
E004015080F17CCF,47.6
E004015080F17CF1,143.6
E004015080F17CF8,104.4
E004015080F17CFA,31.15
E004015080F17D59,28.5
E004015080F17D72,152.73
E004015080F17D7C,395.18
E004015080F17D89,110
E004015080F17D9D,75.57
E004015080F17DDB,135.62
E004015080F17DEE,113.78
E004015080F17DF0,101.94
E004015080F17DF2,191.03
E004015080F17E0C,84.14
E004015080F17E10,82.68
E004015080F17E11,445.09
E004015080F17E13,122.71
E004015080F17E1A,31.85
E004015080F17E20,100
E004015080F17E9A,101.48
E004015080F17E9B,347.14
E004015080F17E9F,70.09
E004015080F17EBF,4.25
E004015080F17EC8,60.78
E004015080F17ECB,63.81
E004015080F17EFD,100
E004015080F17F06,73.62
E004015080F17F08,98.84
E004015080F17F0E,261.24
E004015080F17F10,117.23
E004015080F17F14,155.31
E004015080F17F1A,87.77
E004015080F17F1E,145.55
E004015080F17F1F,92.84
E004015080F17F84,20.98
E004015080F18028,86
E004015080F18032,82.19
E004015080F18037,160.95
E004015080F18041,68.51
E004015080F18042,148.14
E004015080F180C9,128.76
E004015080F18150,77.07
E004015080F18162,38.76
E004015080F18167,74.15
E004015080F1816C,53.38
E004015080F1816D,34.51
E004015080F18175,60.36
E004015080F18179,356.11
E004015080F181E4,61.41
E004015080F181FF,78.48
E004015080F18200,154.4
E004015080F18203,81.74
E004015080F1820A,89.04
E004015080F1820B,16.46
E004015080F18211,38.94
E004015080F18233,116
E004015080F1823E,12.75
E004015080F1826C,28.94
E004015080F18283,182.65
E004015080F1829E,69.9
E004015080F182A3,164.69
E004015080F182A4,355.08
E004015080F182B0,256.16
E004015080F182B4,126.01
E004015080F18318,328.88
E004015080F18323,8.5
E004015080F18339,121.57
E004015080F1833D,31.85
E004015080F1833E,72.01
E004015080F18344,40.97
E004015080F18345,8.5
E004015080F18370,186.44
E004015080F183A6,56.48
E004015080F183BD,58.04
E004015080F183C1,228.39
E004015080F183C9,259.64
E004015080F183CD,85.86
E004015080F183CE,96.38
E004015080F183D2,41.51
E004015080F18434,300.61
E004015080F1843C,189.55
E004015080F1845D,86.18
E004015080F1846A,186.72
E004015080F184F4,34.43
E004015080F184FC,175.55
E004015080F18502,62.82
E004015080F18522,144.06
E004015080F18593,81.5
E004015080F18629,140.16
E004015080F18640,48.39
E004015080F1864C,106.03
E004015080F18652,911.92
E004015080F18656,145.13
E004015080F186D5,85.66
E004015080F186D6,196.01
E004015080F186E0,172.22
E004015080F186E3,44.24
E004015080F186EE,193.09
E004015080F18705,42.04
E004015080F1873B,76.46
E004015080F18743,67.26
E004015080F18769,40.89
E004015080F1876D,115.25
E004015080F1876E,24.34
E004015080F18773,112.29
E004015080F18779,44.24
E004015080F1877D,96.87
E004015080F18784,163.85
E004015080F187E3,87.39
E004015080F187E7,80.8
E004015080F187FE,261.96
E004015080F187FF,131.94
E004015080F18806,291.49
E004015080F1882C,76.62
E004015080F18837,97.78
E004015080F1887A,128.56
E004015080F18886,51.14
E004015080F188A5,63.11
E004015080F188F3,174.3
E004015080F18994,104.33
E004015080F1899F,265.11
E004015080F189A8,152.22
E004015080F189AC,101.84
E004015080F189AD,133.82
E004015080F189AE,136.37
E004015080F189C1,83.07
E004015080F18A12,102.44
E004015080F18A1D,223.16
E004015080F18A43,179.37
E004015080F18A45,119.73
E004015080F18AC2,53.35
E004015080F18AC8,44.07
E004015080F18AD6,196.7
E004015080F18B0E,65.48
E004015080F18B1F,308.67
E004015080F18B3B,156.88
E004015080F18B4E,6.46
E004015080F18B61,57.54
E004015080F18B6C,151.51
E004015080F18BBA,151.16
E004015080F18BBC,96.72
E004015080F18BFD,92.57
E004015080F18C2E,78.67
E004015080F18C4D,12.75
E004015080F18CDF,38.22
E004015080F18CE5,269.72
E004015080F18CF8,300
E004015080F18D03,136.18
E004015080F18D11,102.91
E004015080F18D71,61.05
E004015080F18D7E,18.58
E004015080F18DE6,12.92
E004015080F18E63,79.11
E004015080F18E6A,39.03
E004015080F18E75,172.58
E004015080F18F01,239.55
E004015080F18F2F,80.35
E004015080F18F41,136.27
E004015080F18F48,109.58
E004015080F18F4B,226.18
E004015080F18F55,167.63
E004015080F18F85,236.57
E004015080F18F8E,106.17
E004015080F18F99,93.54
E004015080F18F9A,75.68
E004015080F18F9C,104.79
E004015080F18FA5,99.12
E004015080F18FA8,79.21
E004015080F18FA9,20.88
E004015080F18FB0,19.55
E004015080F18FBE,91.03
E004015080F18FCD,221.94
E004015080F18FCE,80.17
E004015080F18FD2,83.17
E004015080F18FD3,180.71
E004015080F19023,105.58
E004015080F19024,18.14
E004015080F19025,141.59
E004015080F19027,36.99
E004015080F19028,22.22
E004015080F1902B,210.24
E004015080F1902E,80.05
E004015080F1902F,189.07
E004015080F190E1,15.93
E004015080F190E2,97.16
E004015080F190E3,68.84
E004015080F190E4,11.77
E004015080F190EC,11.77
E004015080F190F2,43.19
E004015080F190FB,138.66
E004015080F190FD,30.35
E004015080F19100,254.18
E004015080F1914D,35.13
E004015080F1914E,15.76
E004015080F19150,168.33
E004015080F19152,339.67
E004015080F19155,67
E004015080F19158,85.9
E004015080F19159,103.89
E004015080F1915B,204.63
E004015080F191FA,10.44
E004015080F1920A,36.71
E004015080F1920C,39.78
E004015080F1920D,109.62
E004015080F19215,124.48
E004015080F19216,74.14
E004015080F1926E,146.75
E004015080F19271,170.45
E004015080F19272,397.34
E004015080F19273,106.13
E004015080F19275,43.45
E004015080F19278,202.3
E004015080F1932F,173.88
E004015080F19330,190.05
E004015080F19331,54.16
E004015080F19373,34.32
E004015080F1939D,98.66
E004015080F193A1,8.58
E004015080F193A3,151.34
E004015080F193A4,97.52
E004015080F193A6,44.02
E004015080F193A9,155.74
E004015080F19446,46.92
E004015080F1944A,35.48
E004015080F19458,17.87
E004015080F19459,66.1
E004015080F1945A,81.34
E004015080F1947A,49.91
E004015080F19483,126.39
E004015080F19484,76.13
E004015080F19485,32.39
E004015080F19488,127.52
E004015080F19489,85.21
E004015080F1948E,82.11
E004015080F1948F,106.18
E004015080F19490,111.56
E004015080F194B6,82.93
E004015080F194E8,28.05
E004015080F194EB,22.47
E004015080F194ED,154.49
E004015080F194EE,113.08
E004015080F19526,119.18
E004015080F19527,133.82
E004015080F19529,120.44
E004015080F1955F,40.08
E004015080F195A3,220.76
E004015080F195A4,86.11
E004015080F195B1,172.64
E004015080F195B9,342.91
E004015080F195BA,184.24
E004015080F195BB,134.06
E004015080F195C0,69.41
E004015080F195C1,110.58
E004015080F195C4,195.19
E004015080F195C5,212.64
E004015080F195C6,127.59
E004015080F19655,348.41
E004015080F19656,37.27
E004015080F19661,153.08
E004015080F19696,27.7
E004015080F196A1,64.51
E004015080F196D7,107.94
E004015080F1973C,91.51
E004015080F1973F,13.62
E004015080F19743,85.64
E004015080F19747,210.17
E004015080F19748,77.07
E004015080F1974A,27.62
E004015080F197F1,24.34
E004015080F197F4,60.16
E004015080F197F5,118.01
E004015080F197F6,52.65
E004015080F197F7,222.08
E004015080F197FF,19.91
E004015080F19800,19.02
E004015080F19801,93.81
E004015080F19802,50.97
E004015080F19871,122.62
E004015080F19876,82.99
E004015080F1987D,9.56
E004015080F1987E,124.77
E004015080F19929,162.06
E004015080F1992A,373.07
E004015080F19933,20.18
E004015080F19934,107.61
E004015080F19935,229.58
E004015080F19936,132.36
E004015080F19949,57.53
E004015080F19953,104.24
E004015080F19959,216.97
E004015080F1995D,225.8
E004015080F1995E,103.61
E004015080F1995F,50.34
E004015080F19963,141.25
E004015080F19986,9.38
E004015080F199F8,152.37
E004015080F199FB,142.01
E004015080F19A01,182.48
E004015080F19A37,19.02
E004015080F19A87,198.95
E004015080F19A8A,36.37
E004015080F19A8F,85.65
E004015080F19A90,234.41
E004015080F19A91,91.24
E004015080F19A96,57.33
E004015080F19AC2,16.01
E004015080F19B28,30.08
E004015080F19B29,134.35
E004015080F19B2B,6.9
E004015080F19B32,54.88
E004015080F19B36,181.92
E004015080F19B6D,62.66
E004015080F19C03,29.74
E004015080F19C06,181.83
E004015080F19C07,22.64
E004015080F19C09,104.05
E004015080F19C17,193.45
E004015080F19C18,111.77
E004015080F19C1A,61.5
E004015080F19CCD,170.08
E004015080F19CCE,213.45
E004015080F19CCF,48.68
E004015080F19CD0,119.54
E004015080F19D37,116
E004015080F19D3A,142.88
E004015080F19D4A,274.35
E004015080F19D4B,95.09
E004015080F19D4D,198.82
E004015080F19D4E,103.46
E004015080F19D56,20.71
E004015080F19D78,19.91
E004015080F19DFA,62.76
E004015080F19E02,230.08
E004015080F19E03,16.46
E004015080F19E04,10.53
E004015080F19E0C,56.63
E004015080F19E2D,6.99
E004015080F19E2E,174.69
E004015080F19E2F,308.21
E004015080F19E34,85.15
E004015080F19E38,86.24
E004015080F19E39,110.93
E004015080F19E3A,132.11
E004015080F19ECC,57.85
E004015080F19ED3,22.9
E004015080F19ED5,289.1
E004015080F19F15,53.55
E004015080F19F46,45.94
E004015080F19F68,133.62
E004015080F19F69,352.38
E004015080F19F6E,207.61
E004015080F19F73,102.62
E004015080F19F74,135.82
E004015080F19F75,152.48
E004015080F1A009,12.48
E004015080F1A00B,112.55
E004015080F1A04D,116.09
E004015080F1A070,136.34
E004015080F1A07A,65.4
E004015080F1A0DF,55.66
E004015080F1A0E0,68.32
E004015080F1A0E2,49.38
E004015080F1A0E7,123.07
E004015080F1A0EA,165.01
E004015080F1A0F8,93.08
E004015080F1A0FB,96.29
E004015080F1A0FC,61.14
E004015080F1A124,39.19
E004015080F1A128,58.29
E004015080F1A14C,75.12
E004015080F1A157,28.13
E004015080F1A1AE,16.46
E004015080F1A1AF,77.39
E004015080F1A1B0,97.33
E004015080F1A1B1,197.18
E004015080F1A21B,117.42
E004015080F1A220,72.2
E004015080F1A222,66.64
E004015080F1A22B,156.62
E004015080F1A22C,63.71
E004015080F1A22E,99.38
E004015080F1A252,147.95
E004015080F1A283,200
E004015080F1A28E,108.21
E004015080F1A2E8,272.65
E004015080F1A2E9,68.12
E004015080F1A2EA,295.21
E004015080F1A2EB,82.48
E004015080F1A310,22.74
E004015080F1A314,321.3
E004015080F1A315,144.79
E004015080F1A316,72.02
E004015080F1A31B,381.45
E004015080F1A3AD,31.42
E004015080F1A3AE,41.5
E004015080F1A3AF,221.72
E004015080F1A3B0,58.32
E004015080F1A415,44.23
E004015080F1A416,166.83
E004015080F1A420,13.85
E004015080F1A439,120.58
E004015080F1A43F,74.69
E004015080F1A444,166.38
E004015080F1A445,116.02
E004015080F1A446,67.07
E004015080F1A44A,120.89
E004015080F1A4BD,80.18
E004015080F1A4C8,48.85
E004015080F1A4DB,59.99
E004015080F1A4DC,38.68
E004015080F1A4DD,277.4
E004015080F1A4E5,131.12
E004015080F1A4E6,155.04
E004015080F1A4E7,135.67
E004015080F1A4E8,28.5
E004015080F1A4E9,168.92
E004015080F1A547,374.33
E004015080F1A548,105.31
E004015080F1A5B0,133
E004015080F1A5B5,90.33
E004015080F1A5B8,20.76
E004015080F1A5BB,150.78
E004015080F1A5BD,157.25
