Row Labels,Sum of UNIT_PRICE_GBP
E004015080F1A5BE,137.8
E004015080F1A5F2,26.54
E004015080F1A5F9,170.17
E004015080F1A624,219.03
E004015080F1A6E3,69.55
E004015080F1A6E6,4.25
E004015080F1A6EB,220.71
E004015080F1A720,52.21
E004015080F1A754,48.66
E004015080F1A7DE,20.98
E004015080F1A7DF,171.77
E004015080F1A86D,20.88
E004015080F1A86E,43.27
E004015080F1A86F,72.65
E004015080F1A870,182.3
E004015080F1A8DA,253.28
E004015080F1A8DB,89.82
E004015080F1A8FB,45
E004015080F1A902,338.18
E004015080F1A907,186
E004015080F1A99A,129.99
E004015080F1A99B,89.38
E004015080F1A99C,112.83
E004015080F1A99D,125.29
E004015080F1A9A1,147.55
E004015080F1AA02,37.86
E004015080F1AA03,113.17
E004015080F1AA6B,193.77
E004015080F1AA6E,64.95
E004015080F1AA76,75.04
E004015080F1AAD5,189.72
E004015080F1AB07,102.99
E004015080F1AB9D,173.71
E004015080F1ABA5,99.99
E004015080F1ABDA,120.62
E004015080F1AC04,211.05
E004015080F1AC0F,54.93
E004015080F1AD10,21.14
E004015080F1AD67,260.54
E004015080F1AD8E,270.33
E004015080F1AD98,124.78
E004015080F1AD99,67.51
E004015080F1AE63,30.08
E004015080F1AE65,277.49
E004015080F1AE66,67.26
E004015080F1AE9D,120.53
E004015080F1AEC6,72.92
E004015080F1AED1,160.68
E004015080F1AED2,278.65
E004015080F1AF33,70.1
E004015080F1AF37,49.39
E004015080F1AF3B,68.58
E004015080F1AF3E,193.01
E004015080F1AF42,87.78
E004015080F1AF74,51.95
E004015080F1AF7F,110.17
E004015080F1AFA5,130.26
E004015080F1AFD5,89.83
E004015080F1B063,20.1
E004015080F1B066,61.06
E004015080F1B06B,109.55
E004015080F1B06E,78.13
E004015080F1B0D6,45.56
E004015080F1B107,47.7
E004015080F1B1DA,45.32
E004015080F1B23B,95.79
E004015080F1B23C,309.59
E004015080F1B261,147.93
E004015080F1B262,42.82
E004015080F1B26B,186.01
E004015080F1B307,17.17
E004015080F1B386,132.21
E004015080F1B387,238.94
E004015080F1B3F8,173.53
E004015080F1B3FB,67.52
E004015080F1B430,109.86
E004015080F1B43B,157.78
E004015080F1B465,65.48
E004015080F1B48B,2.65
E004015080F1B494,190.69
E004015080F1B527,57.15
E004015080F1B52A,96.53
E004015080F1B52F,98.4
E004015080F1B567,81.13
E004015080F1B5BB,126.79
E004015080F1B5C8,111.48
E004015080F1B632,44.25
E004015080F1B678,168.11
E004015080F1B699,194.78
E004015080F1B728,282.11
E004015080F1B74A,50.44
E004015080F1B795,62.31
E004015080F1B7CD,127.16
E004015080F1B880,40.79
E004015080F1B8D7,22.92
E004015080F1B8F2,132.75
E004015080F1B90F,98.23
E004015080F1B920,55.83
E004015080F1B949,15.49
E004015080F1B9BE,26.73
E004015080F1B9DA,75.39
E004015080F1B9E7,363.02
E004015080F1B9FB,386.71
E004015080F1BA09,109.19
E004015080F1BA0A,21.25
E004015080F1BAB5,86.46
E004015080F1BAD0,394.4
E004015080F1BAF1,33.26
E004015080F1BB30,29.12
E004015080F1BBC1,84.25
E004015080F1BBC6,93.44
E004015080F1BBE3,234.5
E004015080F1BCAB,80.53
E004015080F1BCAC,41.85
E004015080F1BCD8,147.42
E004015080F1BCDF,69.03
E004015080F1BCE9,23.72
E004015080F1BCFE,92.53
E004015080F1BD09,108.57
E004015080F1BD0E,144.94
E004015080F1BD10,244.48
E004015080F1BD11,140.6
E004015080F1BD15,45.75
E004015080F1BD5B,116.92
E004015080F1BD5E,161.67
E004015080F1BD67,155.63
E004015080F1BD70,93.17
E004015080F1BD77,36.73
E004015080F1BD82,52.26
E004015080F1BD9E,83.16
E004015080F1BDA1,37.17
E004015080F1BDAE,27.07
E004015080F1BDAF,7.07
E004015080F1BDD7,25.5
E004015080F1BDD8,13.01
E004015080F1BE02,107.09
E004015080F1BE15,10.34
E004015080F1BE2E,34.34
E004015080F1BE3B,71.93
E004015080F1BE3E,73.44
E004015080F1BE3F,300
E004015080F1BE40,33.46
E004015080F1BE45,180.26
E004015080F1BE95,28.67
E004015080F1BE9E,115.59
E004015080F1BEA0,151.66
E004015080F1BEAF,55.56
E004015080F1BEC9,86.18
E004015080F1BECC,55.66
E004015080F1BEDD,176.82
E004015080F1BF31,200.86
E004015080F1BF5D,176.78
E004015080F1BF6A,85.24
E004015080F1BFA7,253.98
E004015080F1BFB2,29.2
E004015080F1C033,35.04
E004015080F1C063,330.42
E004015080F1C08F,161.77
E004015080F1C0A4,12.75
E004015080F1C0DA,45.31
E004015080F1C160,253.1
E004015080F1C161,260.88
E004015080F1C162,30.54
E004015080F1C18B,128.5
E004015080F1C1A0,125.76
E004015080F1C1BA,214.42
E004015080F1C1BB,28.77
E004015080F1C1C0,87.88
E004015080F1C1C3,66.46
E004015080F1C1C5,100.35
E004015080F1C1C9,83.36
E004015080F1C1F3,133.89
E004015080F1C223,62.82
E004015080F1C232,59.73
E004015080F1C24F,71.23
E004015080F1C257,40.6
E004015080F1C25C,161.91
E004015080F1C25D,123.25
E004015080F1C260,101.75
E004015080F1C261,1.77
E004015080F1C267,146.19
E004015080F1C268,182.01
E004015080F1C288,17.25
E004015080F1C289,191.51
E004015080F1C28A,58.16
E004015080F1C293,200.86
E004015080F1C2B6,28.85
E004015080F1C2B9,21.42
E004015080F1C2BD,97.46
E004015080F1C2C4,116.09
E004015080F1C2DD,51.69
E004015080F1C2E5,112.31
E004015080F1C2EF,45.05
E004015080F1C2F1,194.78
E004015080F1C2F6,28.94
E004015080F1C2F7,128.22
E004015080F1C2F8,73.46
E004015080F1C2F9,15.57
E004015080F1C31E,111.66
E004015080F1C339,49.98
E004015080F1C34C,57.53
E004015080F1C34E,29.73
E004015080F1C360,146.22
E004015080F1C377,13.28
E004015080F1C37B,45.11
E004015080F1C37E,183.43
E004015080F1C386,62.26
E004015080F1C387,128.12
E004015080F1C38A,85.4
E004015080F1C38B,88.04
E004015080F1C391,50.63
E004015080F1C392,200.11
E004015080F1C397,91.51
E004015080F1C3DA,119.75
E004015080F1C3E6,204.98
E004015080F1C3F9,89.19
E004015080F1C404,44.41
E004015080F1C406,42.2
E004015080F1C41B,53.9
E004015080F1C439,79.66
E004015080F1C43A,154.06
E004015080F1C458,102.55
E004015080F1C4C4,44.24
E004015080F1C50B,177.52
E004015080F1C538,100.54
E004015080F1C541,108.76
E004015080F1C563,109.74
E004015080F1C577,104.42
E004015080F1C57F,190.86
E004015080F1C601,17.43
E004015080F1C602,227.79
E004015080F1C603,123.51
E004015080F1C607,44.96
E004015080F1C60C,16.63
E004015080F1C632,69.54
E004015080F1C63D,76.8
E004015080F1C659,143.6
E004015080F1C65E,209.89
E004015080F1C663,17.6
E004015080F1C664,143.98
E004015080F1C668,384.37
E004015080F1C669,24.77
E004015080F1C66A,108.63
E004015080F1C670,21.25
E004015080F1C673,145.07
E004015080F1C68D,90.42
E004015080F1C693,52.39
E004015080F1C698,195.75
E004015080F1C69E,57.62
E004015080F1C6BA,42.29
E004015080F1C6BF,109.99
E004015080F1C6C4,67.18
E004015080F1C6CD,48.14
E004015080F1C6CF,201.58
E004015080F1C6D6,273.89
E004015080F1C6DF,84.68
E004015080F1C6F0,39.38
E004015080F1C6F5,24.24
E004015080F1C700,39.91
E004015080F1C701,136.55
E004015080F1C707,197.77
E004015080F1C708,75.76
E004015080F1C70B,32.65
E004015080F1C72D,294.46
E004015080F1C72E,13.54
E004015080F1C733,10.35
E004015080F1C737,300.84
E004015080F1C75E,31.68
E004015080F1C76C,99.02
E004015080F1C789,146.99
E004015080F1C78D,36.54
E004015080F1C78F,5.3
E004015080F1C794,126.72
E004015080F1C795,127.12
E004015080F1C799,83.62
E004015080F1C79C,78.48
E004015080F1C79E,50.17
E004015080F1C7A1,25.13
E004015080F1C7C9,37.17
E004015080F1C7CE,85.48
E004015080F1C7EF,27.23
E004015080F1C7F2,8.58
E004015080F1C801,123.53
E004015080F1C824,143.07
E004015080F1C82C,188.65
E004015080F1C82D,126.38
E004015080F1C833,89.99
E004015080F1C834,383.95
E004015080F1C837,127.78
E004015080F1C838,76.36
E004015080F1C845,25.4
E004015080F1C88D,293
E004015080F1C8B7,13.26
E004015080F1C8C2,49.31
E004015080F1C8C4,238.83
E004015080F1C8E5,172.48
E004015080F1C9D3,81.3
E004015080F1C9EA,88.5
E004015080F1C9EC,20.36
E004015080F1CA0B,95.41
E004015080F1CA0C,28.67
E004015080F1CA26,31.77
E004015080F1CAB2,194.84
E004015080F1CABB,297.91
E004015080F1CABD,128.5
E004015080F1CADE,47.44
E004015080F1CAE8,168.66
E004015080F1CAF4,232.66
E004015080F1CB0B,24.69
E004015080F1CB0D,151.92
E004015080F1CB10,17
E004015080F1CB11,300.05
E004015080F1CB14,183.04
E004015080F1CB15,48.93
E004015080F1CB18,316.17
E004015080F1CB19,57.01
E004015080F1CB1A,28.66
E004015080F1CB21,13.53
E004015080F1CB24,150.61
E004015080F1CB27,144.76
E004015080F1CB3B,187.41
E004015080F1CB3E,81.48
E004015080F1CB45,163.01
E004015080F1CB49,252.91
E004015080F1CB4F,145.19
E004015080F1CB54,104.62
E004015080F1CB6C,34.53
E004015080F1CB71,233.89
E004015080F1CB80,69.55
E004015080F1CB82,55.56
E004015080F1CB8F,122.03
E004015080F1CBB0,12.75
E004015080F1CBB8,168.85
E004015080F1CBBC,205.01
E004015080F1CBBD,98.22
E004015080F1CBBE,191.52
E004015080F1CBE4,80.97
E004015080F1CBE6,103.09
E004015080F1CBF1,89.54
E004015080F1CC14,206.58
E004015080F1CC18,6.46
E004015080F1CC1C,86.55
E004015080F1CC23,155.75
E004015080F1CC2E,139.91
E004015080F1CC43,246.89
E004015080F1CC46,218.38
E004015080F1CC48,195.75
E004015080F1CC4F,97.08
E004015080F1CC51,5.22
E004015080F1CC53,14.69
E004015080F1CC56,42.4
E004015080F1CC57,78.04
E004015080F1CC5B,91.95
E004015080F1CC5E,32.64
E004015080F1CC5F,85.91
E004015080F1CC74,47.42
E004015080F1CC77,154.76
E004015080F1CC7E,4.25
E004015080F1CC80,90.96
E004015080F1CC86,38.59
E004015080F1CC8B,63.53
E004015080F1CC91,48.55
E004015080F1CCA7,156.88
E004015080F1CCB1,131.75
E004015080F1CCB9,97.45
E004015080F1CCBB,75.03
E004015080F1CCC1,65.56
E004015080F1CCCC,138.55
E004015080F1CCE0,93.84
E004015080F1CCE4,283.53
E004015080F1CCF3,138.52
E004015080F1CCF4,214.66
E004015080F1CCF6,170.46
E004015080F1CCF7,157.71
E004015080F1CCFC,87.93
E004015080F1CD57,67.6
E004015080F1CD70,313.8
E004015080F1CD8A,111.06
E004015080F1CD8C,19.65
E004015080F1CD96,412.53
E004015080F1CDAD,34.16
E004015080F1CDCB,157.88
E004015080F1CDD2,308.33
E004015080F1CDD3,288.12
E004015080F1CDD5,83.54
E004015080F1CDD6,42.37
E004015080F1CE18,160.45
E004015080F1CE80,30.45
E004015080F1CE88,92.83
E004015080F1CE9F,93.89
E004015080F1CEAA,89.3
E004015080F1CEBC,57.78
E004015080F1CEBE,65.14
E004015080F1CEC8,32.83
E004015080F1CEF8,171.59
E004015080F1CEFA,73.37
E004015080F1CEFB,207.3
E004015080F1CEFC,71.05
E004015080F1CEFD,57.6
E004015080F1CF03,131.83
E004015080F1CF04,206.81
E004015080F1CF05,38.95
E004015080F1CF06,64.67
E004015080F1CF07,21.5
E004015080F1CF4E,136.99
E004015080F1CF8D,21.85
E004015080F1CF8F,103.7
E004015080F1CFBA,206.78
E004015080F1CFC8,43.29
E004015080F1CFE4,143.83
E004015080F1CFE5,48.32
E004015080F1CFE8,178.46
E004015080F1CFEA,232.72
E004015080F1CFED,28.41
E004015080F1CFF8,95.51
E004015080F1CFFE,80.54
E004015080F1D00C,87.51
E004015080F1D00E,22.02
E004015080F1D014,88.12
E004015080F1D017,271.63
E004015080F1D019,17.43
E004015080F1D01F,67.69
E004015080F1D03A,123.26
E004015080F1D03F,79.99
E004015080F1D045,31.7
E004015080F1D04D,97.8
E004015080F1D04F,118.05
E004015080F1D05E,64.87
E004015080F1D07C,72.11
E004015080F1D080,108.93
E004015080F1D087,47.07
E004015080F1D088,148.46
E004015080F1D08B,101.41
E004015080F1D08C,61.94
E004015080F1D08D,186.73
E004015080F1D093,87.62
E004015080F1D0BA,76.2
E004015080F1D0BC,107.61
E004015080F1D0E8,155.81
E004015080F1D0EB,56.9
E004015080F1D0F1,51.95
E004015080F1D10C,297.8
E004015080F1D10D,251.47
E004015080F1D112,48.93
E004015080F1D117,214.23
E004015080F1D118,173.44
E004015080F1D11C,16.1
E004015080F1D11F,19.91
E004015080F1D120,130.99
E004015080F1D123,44.42
E004015080F1D136,153.53
E004015080F1D13C,19.91
E004015080F1D13E,297.78
E004015080F1D141,263.35
E004015080F1D146,164.3
E004015080F1D14B,158.06
E004015080F1D151,145.86
E004015080F1D162,14.96
E004015080F1D167,4.25
E004015080F1D16D,45.14
E004015080F1D177,69.98
E004015080F1D179,99.9
E004015080F1D188,184.84
E004015080F1D19F,187.6
E004015080F1D1AA,36.1
E004015080F1D1AF,172.73
E004015080F1D1B0,79.48
E004015080F1D1B3,172.56
E004015080F1D1B4,11.59
E004015080F1D1B9,111.74
E004015080F1D1BA,140.86
E004015080F1D1BB,62.12
E004015080F1D1BE,149.99
E004015080F1D1C1,29.47
E004015080F1D1CC,4.25
E004015080F1D1DC,73.01
E004015080F1D212,223.62
E004015080F1D229,92.73
E004015080F1D234,165.29
E004015080F1D265,44.77
E004015080F1D284,164.15
E004015080F1D285,132.46
E004015080F1D287,184.96
E004015080F1D288,257.8
E004015080F1D2CD,57.87
E004015080F1D2D9,28.32
E004015080F1D309,117.17
E004015080F1D33B,354.43
E004015080F1D35C,109.19
E004015080F1D38E,62.39
E004015080F1D399,47.08
E004015080F1D3AA,10.71
E004015080F1D3B0,79.71
E004015080F1D3B1,70.7
E004015080F1D3B4,39.82
E004015080F1D3B5,49.11
E004015080F1D3F8,93.52
E004015080F1D402,118.64
E004015080F1D437,42.3
E004015080F1D463,155.49
E004015080F1D467,47.88
E004015080F1D46E,110.27
E004015080F1D47B,77.86
E004015080F1D48D,81.41
E004015080F1D48E,40.37
E004015080F1D491,95.57
E004015080F1D498,82.56
E004015080F1D499,41.25
E004015080F1D49A,22.39
E004015080F1D4BD,168.55
E004015080F1D4C0,92.55
E004015080F1D4C2,8.5
E004015080F1D4C8,317.48
E004015080F1D4CE,149.83
E004015080F1D4D2,160.79
E004015080F1D4E6,385.3
E004015080F1D4EC,92.66
E004015080F1D4F5,315.69
E004015080F1D4F7,164.78
E004015080F1D50F,60.97
E004015080F1D511,132.38
E004015080F1D524,147.59
E004015080F1D52F,83.7
E004015080F1D534,99.82
E004015080F1D535,142
E004015080F1D53A,60.52
E004015080F1D53B,135.48
E004015080F1D53E,26.55
E004015080F1D53F,60.39
E004015080F1D540,221.02
E004015080F1D562,107.55
E004015080F1D564,244.74
E004015080F1D58B,35.58
E004015080F1D596,106.13
E004015080F1D59B,68.05
E004015080F1D59E,136.36
E004015080F1D5A1,112.21
E004015080F1D5A4,49.38
E004015080F1D5B8,105.84
E004015080F1D5BA,226.42
E004015080F1D5BD,179.52
E004015080F1D5BE,123.63
E004015080F1D5C3,29.37
E004015080F1D5C5,4.25
E004015080F1D5C8,57.24
E004015080F1D5E3,53.72
E004015080F1D5E5,34.33
E004015080F1D5E8,72.83
E004015080F1D5FA,315.91
E004015080F1D60D,14.87
E004015080F1D613,95.84
E004015080F1D61D,116.44
E004015080F1D635,71.4
E004015080F1D636,84.93
E004015080F1D63A,288.51
E004015080F1D64C,35.67
E004015080F1D661,67.77
E004015080F1D662,85.12
E004015080F1D666,157.35
E004015080F1D67A,53.82
E004015080F1D6B5,19.12
E004015080F1D6BB,129.13
E004015080F1D6DD,42.08
E004015080F1D709,174.96
E004015080F1D70E,44.26
E004015080F1D719,9.56
E004015080F1D72C,147.27
E004015080F1D72F,234.25
E004015080F1D730,92.2
E004015080F1D736,129.1
E004015080F1D73A,223.95
E004015080F1D781,138.56
E004015080F1D79C,18.94
E004015080F1D7B2,313.32
E004015080F1D7EF,137.96
E004015080F1D837,83.87
E004015080F1D846,26.37
E004015080F1D859,454.86
E004015080F1D85A,179.11
E004015080F1D85D,38.76
E004015080F1D85E,134.39
E004015080F1D862,66.49
E004015080F1D864,70.1
E004015080F1D865,232.01
E004015080F1D8AC,74.75
E004015080F1D8E4,130.94
E004015080F1D8E6,124.86
E004015080F1D8F1,35.65
E004015080F1D915,129.56
E004015080F1D919,26.54
E004015080F1D920,80.24
E004015080F1D926,165.04
E004015080F1D92E,85.53
E004015080F1D931,180.32
E004015080F1D946,52.38
E004015080F1D948,165.51
E004015080F1D94D,144.93
E004015080F1D94E,95.6
E004015080F1D978,93.48
E004015080F1D97A,7.61
E004015080F1D980,66.81
E004015080F1D983,130.77
E004015080F1D985,118.13
E004015080F1D987,212.65
E004015080F1D988,122.03
E004015080F1D98B,97.86
E004015080F1D98C,68.46
E004015080F1D98F,43.1
E004015080F1D991,208.19
E004015080F1D992,64.97
E004015080F1D9C5,123.05
E004015080F1D9C6,89.12
E004015080F1D9CA,71.33
E004015080F1D9CC,46.72
E004015080F1D9D0,70.7
E004015080F1D9D2,39.64
E004015080F1DA03,167.58
E004015080F1DA24,78.41
E004015080F1DA26,28.5
E004015080F1DA2F,70.19
E004015080F1DA3B,80.01
E004015080F1DA53,152.46
E004015080F1DA67,195.6
E004015080F1DA83,39.36
E004015080F1DA86,234.41
E004015080F1DA87,90.81
E004015080F1DA8C,147.06
E004015080F1DA8E,143.88
E004015080F1DAB3,346.67
E004015080F1DAB6,265.12
E004015080F1DABC,25.75
E004015080F1DABE,62.66
E004015080F1DAC4,0
E004015080F1DAC8,14.15
E004015080F1DAC9,13.72
E004015080F1DACA,8.5
E004015080F1DACD,66.03
E004015080F1DACE,108.09
E004015080F1DACF,108.75
E004015080F1DAD1,35.39
E004015080F1DB01,128.62
E004015080F1DB04,323.53
E004015080F1DB05,44.96
E004015080F1DB06,69.01
E004015080F1DB07,55.82
E004015080F1DB0A,15.85
E004015080F1DB10,4.25
E004015080F1DB3F,72.5
E004015080F1DB4A,35.4
E004015080F1DB91,28.13
E004015080F1DB9C,189.74
E004015080F1DBB4,72.36
E004015080F1DBE4,129.02
E004015080F1DBE5,443.7
E004015080F1DBF8,9.47
E004015080F1DC0E,29.83
E004015080F1DC14,95.92
E004015080F1DC15,200
E004015080F1DC17,22.29
E004015080F1DC18,179.11
E004015080F1DC19,121.66
E004015080F1DC60,195.8
E004015080F1DC6B,20.97
E004015080F1DC81,30.63
E004015080F1DC93,8.5
E004015080F1DCC0,45.05
E004015080F1DCD4,30.98
E004015080F1DCEC,13.89
E004015080F1DD1E,211.83
E004015080F1DD1F,41.94
E004015080F1DD48,34.59
E004015080F1DD49,181.78
E004015080F1DD4D,4.25
E004015080F1DD4F,35.4
E004015080F1DD50,315.35
E004015080F1DD51,17.25
E004015080F1DD53,133.2
E004015080F1DD54,81.34
E004015080F1DD99,41.58
E004015080F1DDA4,131.67
E004015080F1DE16,86.28
E004015080F1DE19,107.06
E004015080F1DE5D,6.63
E004015080F1DE63,46.72
E004015080F1DE66,56.89
E004015080F1DE6D,6.63
E004015080F1DE6E,109.64
E004015080F1DE6F,98.58
E004015080F1DE70,13.81
E004015080F1DE73,129.71
E004015080F1DE74,128.4
E004015080F1DE76,56.36
E004015080F1DE78,15.66
E004015080F1DE79,89.19
E004015080F1DEAB,145.67
E004015080F1DEAD,86.52
E004015080F1DEB1,152.03
E004015080F1DEB2,54.52
E004015080F1DEB3,10.27
E004015080F1DEB4,146.66
E004015080F1DEB6,166.72
E004015080F1DEB8,63.81
E004015080F1DEB9,32.03
E004015080F1DEE4,84.24
E004015080F1DF0E,192.03
E004015080F1DF44,93.63
E004015080F1DF47,37.52
E004015080F1DF4F,349.27
E004015080F1DF52,51.15
E004015080F1DF96,144.9
E004015080F1DF99,141.57
E004015080F1DF9F,257.46
E004015080F1DFA0,133.46
E004015080F1DFA1,15.93
E004015080F1DFA5,0
E004015080F1DFA9,74.87
E004015080F1DFAA,161.94
E004015080F1DFAB,454.15
E004015080F1DFDC,72.88
E004015080F1DFDF,254.02
E004015080F1DFE0,98.77
E004015080F1DFE2,120.46
E004015080F1DFE4,216.74
E004015080F1DFE5,51.42
E004015080F1DFE6,31.4
E004015080F1DFE7,65.73
E004015080F1DFEA,59.5
E004015080F1E014,70.65
E004015080F1E02B,44.16
E004015080F1E036,76.45
E004015080F1E0AE,110.3
E004015080F1E0AF,171.57
E004015080F1E0B9,116.7
E004015080F1E0BA,130.78
E004015080F1E0C0,78.85
E004015080F1E0C1,293
E004015080F1E0C2,44.35
E004015080F1E0C5,160.27
E004015080F1E0C8,88.31
E004015080F1E0C9,63.28
E004015080F1E0DB,153.7
E004015080F1E0DC,122.46
E004015080F1E0DE,108.02
E004015080F1E0DF,124.95
E004015080F1E0E0,47
E004015080F1E0E6,80.17
E004015080F1E0E7,36.81
E004015080F1E0E9,276.89
E004015080F1E133,12.29
E004015080F1E15A,157.01
E004015080F1E165,119.02
E004015080F1E198,80.58
E004015080F1E1DE,92.79
E004015080F1E1DF,245.04
E004015080F1E1E9,95.76
E004015080F1E1EA,108.14
E004015080F1E1F1,168.67
E004015080F1E1F2,121.58
E004015080F1E1F4,213.6
E004015080F1E1F6,274.22
E004015080F1E1F7,84.53
E004015080F1E1F9,288.31
E004015080F1E20D,70.14
E004015080F1E20E,127.89
E004015080F1E20F,89.65
E004015080F1E211,30.53
E004015080F1E212,218.32
E004015080F1E216,66.2
E004015080F1E218,97.62
E004015080F1E219,184.32
E004015080F1E21A,120.24
E004015080F1E232,44.07
E004015080F1E29D,117.78
E004015080F1E2CC,110.71
E004015080F1E2CF,57.24
E004015080F1E2D7,59.99
E004015080F1E31A,97.15
E004015080F1E31B,79.99
E004015080F1E325,37.06
E004015080F1E326,17.96
E004015080F1E329,13.98
E004015080F1E32A,247.68
E004015080F1E32E,91
E004015080F1E32F,140.7
E004015080F1E330,124.68
E004015080F1E331,75.41
E004015080F1E332,81.68
E004015080F1E333,160.88
E004015080F1E364,65.12
E004015080F1E366,65.2
E004015080F1E368,122.3
E004015080F1E369,119.35
E004015080F1E36A,132.74
E004015080F1E36B,179.52
E004015080F1E36F,270.73
E004015080F1E373,87.52
E004015080F1E399,99.28
E004015080F1E3BB,21.85
E004015080F1E3BC,22.04
E004015080F1E3C7,97.02
E004015080F1E3FB,53.97
E004015080F1E3FE,72.11
E004015080F1E444,70.2
E004015080F1E44E,28.31
E004015080F1E452,14.69
E004015080F1E453,274.25
E004015080F1E454,177.06
E004015080F1E457,306.71
E004015080F1E458,139.07
E004015080F1E48F,114.77
E004015080F1E490,525.91
E004015080F1E491,167.05
E004015080F1E492,28.94
E004015080F1E494,85.83
E004015080F1E49A,59.37
E004015080F1E49B,85.31
E004015080F1E49C,6.99
E004015080F1E4C2,204.51
E004015080F1E4E2,95.75
E004015080F1E4EA,17
E004015080F1E517,80.71
E004015080F1E565,47.45
E004015080F1E566,119.01
E004015080F1E56C,15.57
E004015080F1E56D,264.94
E004015080F1E56E,130.46
E004015080F1E56F,321.94
E004015080F1E572,287.17
E004015080F1E573,72.28
E004015080F1E574,222.81
E004015080F1E576,366.7
E004015080F1E578,16.54
E004015080F1E579,93
E004015080F1E58A,216.01
E004015080F1E58B,17.51
E004015080F1E5B3,41.76
E004015080F1E5B5,227.14
E004015080F1E5DB,78.41
E004015080F1E60B,93.82
E004015080F1E63C,61.96
E004015080F1E644,229.59
E004015080F1E647,153.63
E004015080F1E68E,120.7
E004015080F1E68F,85.84
E004015080F1E697,111.84
E004015080F1E698,7.43
E004015080F1E69A,146.09
E004015080F1E69C,313.1
E004015080F1E69D,55.04
E004015080F1E69E,172.74
E004015080F1E6A1,289.46
E004015080F1E6A2,89.12
E004015080F1E6B3,25.31
E004015080F1E6B4,56.62
E004015080F1E6D5,133.27
E004015080F1E6DA,41.94
E004015080F1E6DC,91.6
E004015080F1E6DD,37.96
E004015080F1E6DE,174.18
E004015080F1E6DF,62.3
E004015080F1E6E0,42.84
E004015080F1E6E1,62.27
E004015080F1E706,97.69
E004015080F1E710,188.13
E004015080F1E736,129.63
E004015080F1E758,227.36
E004015080F1E759,142.1
E004015080F1E761,263.57
E004015080F1E762,242.19
E004015080F1E764,25.13
E004015080F1E767,17.17
E004015080F1E768,181.18
E004015080F1E786,40.71
E004015080F1E787,140.37
E004015080F1E788,56.15
E004015080F1E78C,49.65
E004015080F1E78E,81.33
E004015080F1E7B1,121.12
E004015080F1E7C7,88.49
E004015080F1E7E6,73.36
E004015080F1E7ED,48.93
E004015080F1E7EE,24.24
E004015080F1E7EF,136.19
E004015080F1E7F1,25.13
E004015080F1E7F2,211.95
E004015080F1E7F4,130.09
E004015080F1E811,64.77
E004015080F1E813,51.96
E004015080F1E815,171.76
E004015080F1E818,162.21
E004015080F1E819,86.74
E004015080F1E81A,300.07
E004015080F1E830,352.89
E004015080F1E84C,151.11
E004015080F1E851,73.26
E004015080F1E874,41.51
E004015080F1E875,232.22
E004015080F1E87B,170.61
E004015080F1E87C,19.37
E004015080F1E87D,107.27
E004015080F1E87F,118.32
E004015080F1E89E,134.49
E004015080F1E8A0,85.94
E004015080F1E8A1,110.25
E004015080F1E8A4,64.34
E004015080F1E8A5,115.92
E004015080F1E8A6,52.75
E004015080F1E8BC,44.97
E004015080F1E907,33.19
E004015080F1E90B,98.3
E004015080F1E90C,33.98
E004015080F1E90D,160.01
E004015080F1E90F,177.28
E004015080F1E910,94.94
E004015080F1E911,115.46
E004015080F1E92C,125.99
E004015080F1E92D,38.67
E004015080F1E92F,57.78
E004015080F1E930,83.78
E004015080F1E932,262.31
E004015080F1E935,134.76
E004015080F1E954,73.46
E004015080F1E99E,72.66
E004015080F1E9AE,45.22
E004015080F1E9C1,8.23
E004015080F1EA14,48.05
E004015080F1EA1C,37.27
E004015080F1EA1E,159.19
E004015080F1EA1F,345.67
E004015080F1EA78,7.51
E004015080F1EA7E,127.93
E004015080F1EAD1,65.65
E004015080F1EADC,55.56
E004015080F1EAF4,98.58
E004015080F1EAF7,7.96
E004015080F1EAFA,82.18
E004015080F1EB52,90.07
E004015080F1EB55,31.24
E004015080F1EC0A,78.49
E004015080F1EC15,52.73
E004015080F1EC79,212.75
E004015080F1EC7A,31.59
E004015080F1EC82,347.59
E004015080F1EC84,169.2
E004015080F1EC85,150
E004015080F1ECC9,289.56
E004015080F1ECCD,79.72
E004015080F1ECCE,94.51
E004015080F1ECE1,82.66
E004015080F1ED36,93.18
E004015080F1ED41,35.84
E004015080F1ED58,22.48
E004015080F1ED5B,33.36
E004015080F1ED63,166.12
E004015080F1EDB5,176.19
E004015080F1EDBD,19.64
E004015080F1EDBE,69.64
E004015080F1EE06,35.58
E004015080F1EE0B,109.47
E004015080F1EE76,118.55
E004015080F1EE81,65.2
E004015080F1EE96,61.61
E004015080F1EF05,53.44
E004015080F1EF08,93.99
E004015080F1EF10,44.07
E004015080F1EF22,268.39
E004015080F1EF23,124.4
E004015080F1EF2D,137.63
E004015080F1EF2E,63.36
E004015080F1EF2F,69.99
E004015080F1EF66,4.25
E004015080F1EF6A,58.14
E004015080F1EFC2,8.49
E004015080F1F034,52.47
E004015080F1F03F,100.01
E004015080F1F042,159.51
E004015080F1F053,58.34
E004015080F1F054,51.68
E004015080F1F05D,23.99
E004015080F1F05E,64.15
E004015080F1F05F,242.04
E004015080F1F060,62.74
E004015080F1F15A,201.19
E004015080F1F1A3,155.82
E004015080F1F20F,16.9
E004015080F1F22F,63.78
E004015080F1F232,31.16
E004015080F1F290,57.96
E004015080F1F291,35.3
